DEL NZD USD 7747111 12873589
INS NZD USD 14221955 0.64278 0.6429
INS EUR USD 5100751 1.12971 1.12972
INS EUR USD 5100636 1.12936 1.12939
INS EUR USD 5100835 1.12957 1.12959
INS NZD USD 14221023 0.64223 0.64237
INS EUR USD 5100400 1.12839 1.12842
INS EUR USD 5100731 1.1298 1.12984
INS NZD USD 14221729 0.64281 0.64293
UPD NZD USD 13032422 0.6651777 0.6650327
INS EUR USD 5100421 1.12889 1.12893
INS EUR USD 5101218 1.12842 1.12846
INS NZD USD 14221751 0.6428 0.64295
INS EUR USD 5100617 1.12919 1.12922
INS EUR USD 5100850 1.1296 1.12964
INS EUR USD 5100436 1.12923 1.12926
INS EUR USD 5100816 1.12946 1.12949
INS NZD USD 14220805 0.64213 0.64227
INS NZD USD 14221611 0.64241 0.64254
INS NZD USD 14220616 0.6418 0.64192
INS NZD USD 14221451 0.64243 0.64256
INS NZD USD 14221958 0.64275 0.64289
INS EUR USD 5100950 1.12897 1.12899
INS EUR USD 5100556 1.12903 1.12908
INS EUR USD 5101022 1.12871 1.12873
INS EUR USD 5100738 1.12972 1.12976
INS NZD USD 14221928 0.64273 0.64287
INS NZD USD 14222119 0.64287 0.643
INS NZD USD 14222024 0.64274 0.64286
INS EUR USD 5100834 1.12958 1.12962
INS NZD USD 14222344 0.64287 0.64299
INS NZD USD 14220934 0.6422 0.64234
INS NZD USD 14221155 0.64252 0.64266
INS EUR USD 5100719 1.12966 1.12969
INS NZD USD 14221035 0.64238 0.64246
INS EUR USD 5100851 1.1296 1.12964
INS EUR USD 5100705 1.12954 1.12957
INS NZD USD 14221514 0.64227 0.6424
INS NZD USD 14222806 0.64258 0.64269
INS EUR USD 5101029 1.12878 1.12882
INS NZD USD 14222003 0.64278 0.64291
INS EUR USD 5101121 1.12873 1.12877
INS EUR USD 5100750 1.12972 1.12976
INS NZD USD 14221137 0.6424 0.64255
INS EUR USD 5100414 1.12872 1.12874
INS NZD USD 14221016 0.64224 0.64237
INS NZD USD 14221437 0.64251 0.64264
INS NZD USD 14222332 0.64283 0.64296
INS NZD USD 14221341 0.64254 0.64264
INS NZD USD 14222705 0.64258 0.6427
INS NZD USD 14221954 0.64277 0.6429
INS NZD USD 14221355 0.64257 0.64269
INS EUR USD 5100401 1.12848 1.12852
INS EUR USD 5101034 1.12881 1.12884
INS EUR USD 5100912 1.12934 1.12938
INS EUR USD 5101236 1.12855 1.12858
INS NZD USD 14221525 0.64219 0.64235
INS NZD USD 14221054 0.64248 0.64258
INS EUR USD 5100927 1.12908 1.12911
INS NZD USD 14221625 0.64253 0.64269
INS NZD USD 14220614 0.64181 0.64192
INS EUR USD 5100745 1.12974 1.12977
INS EUR USD 5101107 1.12865 1.1287
INS EUR USD 5100939 1.12894 1.12896
INS NZD USD 14222820 0.64263 0.64271
INS EUR USD 5100916 1.1293 1.12936
INS NZD USD 14221100 0.64254 0.64264
INS NZD USD 14221600 0.64234 0.64249
INS NZD USD 14220640 0.64181 0.64191
INS NZD USD 14221607 0.64236 0.6425
INS NZD USD 14221918 0.64267 0.64282
INS EUR USD 5100609 1.12912 1.12915
INS NZD USD 14221241 0.64241 0.64254
INS NZD USD 14221808 0.64283 0.64298
INS EUR USD 5101044 1.12879 1.12881
INS NZD USD 14221929 0.64271 0.64285
INS EUR USD 5100634 1.12931 1.12935
INS NZD USD 14221145 0.64245 0.64258
INS NZD USD 14221346 0.64257 0.64271
INS NZD USD 14221706 0.64281 0.64296
INS EUR USD 5101230 1.12858 1.12861
INS NZD USD 14221239 0.64243 0.64254
INS EUR USD 5100645 1.12957 1.12959
INS NZD USD 14221957 0.64278 0.64291
INS NZD USD 14221012 0.64227 0.64239
INS EUR USD 5100708 1.12954 1.12956
INS NZD USD 14221906 0.6428 0.64293
INS EUR USD 5101216 1.12844 1.12846
INS EUR USD 5100723 1.12972 1.12974
INS NZD USD 14222405 0.64276 0.64288
INS NZD USD 14220935 0.64219 0.64233
INS EUR USD 5100914 1.12929 1.12934
INS EUR USD 5100439 1.12912 1.12914
INS EUR USD 5100955 1.12863 1.12864
INS NZD USD 14222323 0.64297 0.6431
INS NZD USD 14221700 0.64274 0.6429
INS EUR USD 5101247 1.12849 1.12852
INS EUR USD 5101056 1.12871 1.12875
INS EUR USD 5101039 1.12878 1.12882
INS NZD USD 14221000 0.64218 0.64231
INS EUR USD 5100736 1.12977 1.1298
INS NZD USD 14222331 0.64285 0.64299
INS NZD USD 14221343 0.64251 0.64265
INS EUR USD 5101017 1.12875 1.12879
INS NZD USD 14220746 0.64197 0.64203
INS EUR USD 5100839 1.12957 1.12961
INS EUR USD 5100909 1.12933 1.12937
INS NZD USD 14221604 0.64241 0.64254
INS EUR USD 5100640 1.12956 1.12959
INS NZD USD 14221356 0.64251 0.64266
INS NZD USD 14222734 0.64251 0.64264
INS NZD USD 14220705 0.6419 0.64201
INS NZD USD 14221046 0.64242 0.64255
INS EUR USD 5100844 1.12955 1.12961
INS NZD USD 14222202 0.64312 0.64324
INS NZD USD 14221512 0.64233 0.64243
INS EUR USD 5100956 1.12867 1.12869
INS EUR USD 5100430 1.12922 1.12925
INS NZD USD 14221622 0.64253 0.64269
INS NZD USD 14220622 0.6418 0.64193
INS NZD USD 14221508 0.64239 0.64251
INS NZD USD 14222428 0.64277 0.6429
INS EUR USD 5100749 1.12979 1.12982
INS EUR USD 5101122 1.12869 1.12874
INS NZD USD 14220823 0.6422 0.64234
INS EUR USD 5100901 1.12946 1.1295
INS NZD USD 14222000 0.64279 0.64293
INS NZD USD 14221811 0.64289 0.64302
INS NZD USD 14221121 0.64238 0.64251
INS NZD USD 14221456 0.64249 0.64263
INS NZD USD 14221120 0.64245 0.64258
INS EUR USD 5100903 1.12948 1.1295
INS EUR USD 5101238 1.12854 1.12858
INS NZD USD 14220919 0.64215 0.64228
INS EUR USD 5100706 1.12956 1.12959
INS EUR USD 5100402 1.12857 1.12858
INS NZD USD 14220731 0.642 0.64211
INS NZD USD 14221433 0.6425 0.64263
INS EUR USD 5101112 1.12875 1.1288
INS NZD USD 14222621 0.64267 0.64279
INS NZD USD 14221024 0.64221 0.64234
INS NZD USD 14221223 0.64252 0.64266
INS EUR USD 5100701 1.1295 1.12953
INS EUR USD 5101026 1.12874 1.12877
INS NZD USD 14222321 0.64303 0.64314
INS EUR USD 5101113 1.12876 1.1288
INS EUR USD 5100846 1.12959 1.12962
INS NZD USD 14221043 0.6424 0.64254
INS EUR USD 5100522 1.12901 1.12905
INS EUR USD 5100541 1.12908 1.12911
INS NZD USD 14222838 0.64259 0.64273
INS EUR USD 5101049 1.12876 1.12879
INS EUR USD 5100442 1.12923 1.12926
INS NZD USD 14221125 0.64243 0.64255
INS EUR USD 5100946 1.12892 1.12894
INS EUR USD 5101203 1.12855 1.12856
INS EUR USD 5100938 1.12898 1.129
INS NZD USD 14221329 0.64251 0.64266
INS NZD USD 14221251 0.64242 0.64255
INS NZD USD 14221533 0.64221 0.64236
INS EUR USD 5100512 1.12881 1.12886
INS EUR USD 5101258 1.1285 1.12853
INS EUR USD 5101215 1.12843 1.12846
INS EUR USD 5101021 1.12874 1.12877
INS EUR USD 5100521 1.12898 1.12904
INS EUR USD 5101006 1.12885 1.1289
INS EUR USD 5100905 1.1294 1.12944
INS EUR USD 5100657 1.12958 1.1296
INS NZD USD 14222319 0.64307 0.6432
INS NZD USD 14221630 0.64266 0.64278
INS NZD USD 14221441 0.6425 0.64264
DEL NZD USD 13599711 10330256
INS NZD USD 14222712 0.6425 0.64262
INS EUR USD 5100748 1.12976 1.1298
INS EUR USD 5101014 1.12886 1.12888
INS EUR USD 5100444 1.12912 1.12913
INS EUR USD 5101253 1.12848 1.12851
INS EUR USD 5100947 1.12892 1.12894
INS NZD USD 14222145 0.64294 0.64307
INS EUR USD 5100726 1.12974 1.12976
INS NZD USD 14221913 0.64268 0.64281
INS EUR USD 5100519 1.12899 1.12906
INS NZD USD 14221826 0.64288 0.64299
INS EUR USD 5101101 1.12862 1.12865
INS EUR USD 5100758 1.12985 1.12987
INS EUR USD 5100648 1.12942 1.12946
INS NZD USD 14222756 0.6425 0.64262
INS EUR USD 5100739 1.12973 1.12975
INS NZD USD 14221249 0.64242 0.64255
INS NZD USD 14221305 0.64251 0.64265
INS EUR USD 5100429 1.12918 1.12922
INS NZD USD 14221300 0.64251 0.64266
INS NZD USD 14222758 0.64251 0.64264
INS NZD USD 14222643 0.64267 0.64279
INS EUR USD 5100504 1.12902 1.12908
INS EUR USD 5101040 1.1288 1.12881
INS NZD USD 14222500 0.64258 0.6427
INS NZD USD 14222339 0.6428 0.64292
INS NZD USD 14221436 0.6425 0.64264
INS NZD USD 14221702 0.64278 0.64294
INS EUR USD 5100424 1.12903 1.12905
INS EUR USD 5101207 1.12858 1.12861
INS NZD USD 14221017 0.64224 0.64237
INS EUR USD 5100814 1.12972 1.12973
INS EUR USD 5100535 1.12908 1.12912
INS EUR USD 5100403 1.12849 1.12852
INS NZD USD 14221108 0.64253 0.64264
INS NZD USD 14220633 0.64181 0.64192
INS NZD USD 14222715 0.64252 0.64266
INS NZD USD 14222703 0.64258 0.6427
INS NZD USD 14221110 0.64252 0.64264
INS NZD USD 14221442 0.6425 0.64262
INS NZD USD 14220637 0.6418 0.6419
INS EUR USD 5100930 1.12901 1.12905
INS EUR USD 5100922 1.12923 1.12926
INS EUR USD 5100804 1.12976 1.12979
INS EUR USD 5101037 1.12876 1.12879
INS NZD USD 14222137 0.64288 0.64301
INS EUR USD 5100618 1.12921 1.12924
INS EUR USD 5100802 1.12974 1.12976
INS NZD USD 14220758 0.6421 0.64223
INS NZD USD 14222456 0.64258 0.6427
INS NZD USD 14221554 0.64231 0.64245
INS NZD USD 14222648 0.64261 0.64275
INS NZD USD 14221129 0.6424 0.64255
INS NZD USD 14221429 0.64253 0.64266
INS EUR USD 5100344 1.12851 1.12855
INS NZD USD 14222243 0.64308 0.64322
INS EUR USD 5101204 1.1286 1.12863
INS NZD USD 14222302 0.64313 0.64326
INS EUR USD 5100837 1.12959 1.1296
INS NZD USD 14221627 0.64261 0.64273
UPD EUR USD 4993822 1.144871 1.144831
INS NZD USD 14221105 0.6425 0.64262
INS EUR USD 5100727 1.12979 1.1298
INS EUR USD 5100419 1.12891 1.12896
INS EUR USD 5100528 1.12909 1.12911
INS NZD USD 14220608 0.64181 0.64193
INS NZD USD 14222443 0.64266 0.64276
INS EUR USD 5100638 1.1294 1.12942
INS NZD USD 14221523 0.64218 0.64232
INS NZD USD 14222629 0.64259 0.64273
INS NZD USD 14220856 0.6422 0.64233
INS NZD USD 14220923 0.64216 0.64228
INS EUR USD 5100530 1.12904 1.12909
INS EUR USD 5100449 1.12914 1.12917
INS NZD USD 14222154 0.64312 0.64324
UPD EUR USD 4651107 1.144033 1.144023
INS EUR USD 5101134 1.12863 1.12866
INS EUR USD 5100741 1.1298 1.12983
INS NZD USD 14221801 0.64284 0.64299
INS NZD USD 14222109 0.64286 0.64299
INS NZD USD 14222614 0.64263 0.64275
UPD NZD USD 12946742 0.6689021 0.6688396
INS EUR USD 5101255 1.12851 1.12855
INS NZD USD 14222208 0.64315 0.64328
INS NZD USD 14222742 0.6425 0.64264
INS EUR USD 5101213 1.12844 1.12848
INS NZD USD 14220847 0.64216 0.64229
INS EUR USD 5100505 1.12892 1.12895
INS EUR USD 5100518 1.12903 1.12907
INS EUR USD 5100459 1.1291 1.12913
INS EUR USD 5101114 1.12877 1.12881
INS NZD USD 14221227 0.64252 0.64266
INS EUR USD 5100925 1.12916 1.12918
INS EUR USD 5101237 1.12854 1.12859
INS EUR USD 5100602 1.12912 1.12916
INS EUR USD 5100913 1.12929 1.12933
INS EUR USD 5101256 1.12848 1.1285
INS EUR USD 5101152 1.12856 1.12859
INS NZD USD 14220755 0.64202 0.64216
INS EUR USD 5100948 1.12892 1.12894
INS EUR USD 5100842 1.12955 1.1296
INS NZD USD 14220809 0.64219 0.64231
INS EUR USD 5100516 1.12904 1.12906
INS NZD USD 14220600 0.6418 0.64193
INS NZD USD 14222721 0.64249 0.64261
INS EUR USD 5100443 1.12914 1.12916
INS NZD USD 14221057 0.64251 0.64263
UPD EUR USD 4886912 1.140253 1.140223
INS EUR USD 5100435 1.12929 1.12931
INS EUR USD 5101001 1.12884 1.12888
INS EUR USD 5101019 1.12877 1.12881
INS NZD USD 14220759 0.64212 0.64224
INS NZD USD 14222044 0.64288 0.64299
INS NZD USD 14222255 0.64309 0.64322
INS NZD USD 14221334 0.64253 0.64266
INS NZD USD 14221545 0.64226 0.64239
DEL NZD USD 8797484 6109486
INS EUR USD 5100605 1.12913 1.12917
UPD EUR USD 4599742 1.074016 1.074007
INS EUR USD 5101023 1.12871 1.12874
INS NZD USD 14221715 0.6428 0.64292
INS NZD USD 14222023 0.64272 0.64286
INS EUR USD 5100428 1.12915 1.12918
INS EUR USD 5100818 1.12948 1.12953
INS EUR USD 5100908 1.12938 1.12939
INS NZD USD 14222431 0.6427 0.64282
INS EUR USD 5101248 1.1285 1.12853
INS NZD USD 14222615 0.64262 0.64274
INS NZD USD 14222204 0.64312 0.64327
INS NZD USD 14222058 0.64278 0.64293
INS NZD USD 14222136 0.64288 0.643
INS NZD USD 14222209 0.64317 0.6433
INS NZD USD 14221550 0.64231 0.64245
INS NZD USD 14221853 0.64288 0.64299
INS NZD USD 14221004 0.64223 0.64233
INS EUR USD 5101135 1.12856 1.12859
UPD EUR USD 4990803 1.132695 1.132665
INS NZD USD 14221521 0.64221 0.64233
INS NZD USD 14221022 0.64226 0.64236
INS NZD USD 14220910 0.64213 0.64226
INS NZD USD 14221721 0.6428 0.64294
INS NZD USD 14221732 0.64278 0.64291
INS NZD USD 14222841 0.64259 0.64273
INS EUR USD 5100826 1.12952 1.12958
INS EUR USD 5100349 1.12841 1.12843
INS EUR USD 5100418 1.12891 1.12893
INS NZD USD 14222436 0.64263 0.64274
INS EUR USD 5100347 1.12829 1.12831
INS NZD USD 14222105 0.64287 0.64299
INS EUR USD 5100921 1.12921 1.12926
INS EUR USD 5100417 1.12893 1.12894
INS NZD USD 14221830 0.64283 0.64297
INS NZD USD 14221001 0.64225 0.64232
INS NZD USD 14221340 0.64252 0.64264
INS EUR USD 5100550 1.129 1.12904
INS EUR USD 5100737 1.12975 1.12978
INS EUR USD 5100957 1.12866 1.12869
INS NZD USD 14222342 0.6428 0.64292
INS NZD USD 14222356 0.64281 0.64295
INS NZD USD 14220801 0.64211 0.64226
INS NZD USD 14221747 0.64281 0.64295
INS EUR USD 5101244 1.12855 1.12857
INS NZD USD 14221609 0.6424 0.64254
INS EUR USD 5101058 1.1287 1.12873
INS NZD USD 14222438 0.64262 0.64274
INS EUR USD 5100819 1.12945 1.12949
INS NZD USD 14221013 0.64225 0.64238
INS NZD USD 14221924 0.64268 0.64278
INS NZD USD 14221232 0.64254 0.64266
INS EUR USD 5101123 1.12872 1.12874
INS EUR USD 5100829 1.12954 1.1296
INS EUR USD 5100902 1.12945 1.12947
INS NZD USD 14221423 0.64256 0.6427
INS NZD USD 14222156 0.6431 0.64324
INS EUR USD 5101125 1.12869 1.12871
INS NZD USD 14221420 0.64253 0.64265
INS EUR USD 5100437 1.12921 1.12925
INS EUR USD 5101212 1.12853 1.12856
INS EUR USD 5100730 1.12978 1.12981
INS EUR USD 5100525 1.12905 1.12908
INS NZD USD 14221756 0.64279 0.64293
INS NZD USD 14221201 0.64252 0.64266
UPD EUR USD 4996091 1.120689 1.120659
INS NZD USD 14222415 0.64276 0.64289
INS NZD USD 14222357 0.64282 0.64293
INS EUR USD 5101131 1.12866 1.1287
INS EUR USD 5100958 1.12871 1.12874
INS NZD USD 14220555 0.6418 0.64193
INS NZD USD 14221926 0.64267 0.64279
INS NZD USD 14220558 0.6418 0.64193
INS NZD USD 14221403 0.64251 0.64265
INS EUR USD 5101003 1.12884 1.12888
INS NZD USD 14221610 0.64238 0.64254
INS NZD USD 14221042 0.64238 0.64249
INS EUR USD 5100607 1.12912 1.12917
INS EUR USD 5100812 1.12971 1.12975
INS NZD USD 14221612 0.64242 0.64254
INS EUR USD 5100806 1.12974 1.12978
INS NZD USD 14222018 0.64279 0.64293
INS NZD USD 14222424 0.64277 0.64291
INS NZD USD 14221620 0.64251 0.64265
INS EUR USD 5101054 1.12873 1.12876
INS NZD USD 14221430 0.64251 0.64264
INS EUR USD 5101020 1.12878 1.12882
UPD NZD USD 13453928 0.6644998 0.6643756
INS NZD USD 14221425 0.64252 0.64266
INS NZD USD 14222121 0.64285 0.643
INS NZD USD 14222802 0.64262 0.64271
INS NZD USD 14221113 0.64253 0.64264
INS EUR USD 5101108 1.12869 1.12872
INS NZD USD 14222123 0.64286 0.64295
INS NZD USD 14221344 0.64254 0.64266
INS NZD USD 14221153 0.64253 0.64266
INS EUR USD 5101246 1.12849 1.12852
INS EUR USD 5100755 1.12975 1.12977
INS EUR USD 5101052 1.12871 1.12874
SL 42
INS EUR USD 5100649 1.12941 1.12944
INS NZD USD 14221030 0.6423 0.64239
SD 90378
INS NZD USD 14220855 0.64219 0.64231
INS NZD USD 14220747 0.64201 0.6421
INS NZD USD 14221229 0.64254 0.64266
INS EUR USD 5100937 1.12894 1.12898
INS NZD USD 14221414 0.64253 0.64265
INS NZD USD 14221855 0.64283 0.64296
INS EUR USD 5100744 1.12977 1.12981
INS NZD USD 14222556 0.64259 0.6427
INS EUR USD 5100841 1.12959 1.12963
INS NZD USD 14220813 0.64219 0.64233
INS NZD USD 14221819 0.64288 0.64302
INS NZD USD 14220740 0.64199 0.64206
INS EUR USD 5100552 1.12903 1.12906
INS EUR USD 5100721 1.12971 1.12973
INS EUR USD 5100754 1.12971 1.12974
INS NZD USD 14220905 0.64219 0.6423
INS NZD USD 14221254 0.64242 0.64255
INS NZD USD 14221128 0.6424 0.64255
INS NZD USD 14222021 0.64274 0.64286
INS EUR USD 5100509 1.12882 1.12886
INS NZD USD 14221618 0.6425 0.64265
INS EUR USD 5100409 1.12865 1.12869
INS NZD USD 14221646 0.64271 0.64285
INS NZD USD 14221806 0.64287 0.64298
INS NZD USD 14221540 0.64221 0.64234
INS NZD USD 14222330 0.64287 0.643
INS EUR USD 5101137 1.12845 1.12848
INS NZD USD 14220602 0.64181 0.64193
INS NZD USD 14220806 0.6422 0.64233
INS NZD USD 14221424 0.64253 0.64266
INS NZD USD 14220707 0.64192 0.64201
INS NZD USD 14222002 0.6428 0.64293
INS EUR USD 5101000 1.12872 1.12877
INS NZD USD 14222159 0.64306 0.64319
INS EUR USD 5101254 1.12848 1.12853
INS NZD USD 14220837 0.64217 0.6423
INS EUR USD 5100404 1.12854 1.12856
INS EUR USD 5100501 1.12906 1.12911
INS EUR USD 5101146 1.12865 1.12868
INS EUR USD 5101208 1.12858 1.12861
INS NZD USD 14222640 0.6426 0.64274
INS EUR USD 5101051 1.12874 1.12878
INS NZD USD 14220945 0.6422 0.64233
INS NZD USD 14221021 0.64226 0.64237
INS NZD USD 14221757 0.64279 0.64293
INS NZD USD 14221421 0.6425 0.6426
INS NZD USD 14222247 0.64309 0.64324
INS NZD USD 14222146 0.6429 0.64302
INS NZD USD 14221505 0.64243 0.64255
INS NZD USD 14221150 0.64251 0.64264
INS EUR USD 5100747 1.12974 1.12978
INS EUR USD 5100709 1.12955 1.12956
INS NZD USD 14222657 0.64262 0.64276
INS NZD USD 14222218 0.64316 0.64332
INS NZD USD 14222511 0.64261 0.64273
INS EUR USD 5100856 1.12943 1.12948
INS NZD USD 14222414 0.64276 0.6429
INS EUR USD 5100346 1.12828 1.12831
UPD EUR USD 4907458 1.155765 1.155724
INS EUR USD 5100502 1.12904 1.12906
INS EUR USD 5100820 1.12954 1.12959
INS EUR USD 5101127 1.12878 1.12881
INS NZD USD 14222606 0.64252 0.64265
INS NZD USD 14220627 0.64181 0.64194
INS EUR USD 5100943 1.12895 1.12897
INS EUR USD 5100906 1.12941 1.12945
INS EUR USD 5100438 1.12916 1.1292
INS NZD USD 14220800 0.64209 0.64223
INS NZD USD 14220830 0.64226 0.64238
INS NZD USD 14222244 0.64307 0.64317
INS NZD USD 14222744 0.64251 0.64263
INS EUR USD 5100924 1.12921 1.12924
DEL NZD USD 11177869
INS NZD USD 14221055 0.64248 0.64259
INS NZD USD 14220840 0.64218 0.6423
INS EUR USD 5100940 1.12895 1.12896
INS EUR USD 5100616 1.12918 1.12921
INS EUR USD 5100656 1.12957 1.1296
INS EUR USD 5101104 1.1286 1.12864
INS EUR USD 5100824 1.12944 1.12948
INS EUR USD 5101252 1.12848 1.1285
INS NZD USD 14221319 0.6425 0.64265
INS EUR USD 5100529 1.12899 1.12903
INS NZD USD 14222213 0.64318 0.6433
INS NZD USD 14221859 0.64282 0.64296
INS NZD USD 14222626 0.64258 0.64273
DEL NZD USD 12578203 13710484
INS NZD USD 14220843 0.64217 0.64229
INS NZD USD 14222407 0.64278 0.6429
INS EUR USD 5100544 1.12909 1.12913
INS NZD USD 14222623 0.64259 0.64271
INS NZD USD 14221102 0.64252 0.64262
INS NZD USD 14222803 0.6426 0.64271
INS EUR USD 5100853 1.12965 1.12969
INS EUR USD 5101242 1.12859 1.1286
INS NZD USD 14221141 0.64242 0.64256
INS NZD USD 14222317 0.6431 0.64324
INS NZD USD 14221353 0.64253 0.64266
INS EUR USD 5101232 1.12855 1.12856
INS NZD USD 14222402 0.64278 0.64291
INS EUR USD 5101229 1.12858 1.12862
INS NZD USD 14222048 0.64284 0.64298
INS EUR USD 5100945 1.1289 1.12892
INS NZD USD 14221247 0.64242 0.64255
INS EUR USD 5100620 1.12921 1.12925
INS EUR USD 5100603 1.12914 1.12918
INS NZD USD 14222010 0.6428 0.64292
INS EUR USD 5101050 1.12875 1.12879
INS NZD USD 14222149 0.64303 0.64316
DEL NZD USD 4869438
INS EUR USD 5101234 1.12852 1.12855
INS NZD USD 14220909 0.64212 0.64226
INS NZD USD 14221544 0.64221 0.64234
INS NZD USD 14220756 0.64201 0.64216
INS EUR USD 5100934 1.129 1.12903
INS EUR USD 5101206 1.12857 1.1286
INS EUR USD 5100446 1.1291 1.12915
INS EUR USD 5100653 1.12955 1.12959
INS EUR USD 5100954 1.1287 1.12874
INS NZD USD 14221117 0.64248 0.64259
INS NZD USD 14222649 0.64267 0.64277
INS NZD USD 14222257 0.64309 0.64323
INS NZD USD 14222318 0.64306 0.64319
INS NZD USD 14221629 0.64258 0.64273
INS NZD USD 14220804 0.64212 0.64225
INS EUR USD 5100623 1.12922 1.12926
INS EUR USD 5100527 1.12909 1.1291
INS EUR USD 5100848 1.12958 1.12961
INS EUR USD 5100546 1.12914 1.12915
INS NZD USD 14222442 0.6426 0.64272
INS NZD USD 14220824 0.64224 0.64236
INS EUR USD 5101251 1.1285 1.12852
INS NZD USD 14221112 0.64254 0.64264
INS NZD USD 14221453 0.64244 0.64256
OB NZD USD 14221606 0.28 7214
OB EUR USD 5100955 0.28 569
OS NZD USD 14222105 0.59 8321
OS EUR USD 5100852 0.20 9739
OS NZD USD 14221519 0.14 2941
OS NZD USD 14221551 0.056 9760
OS NZD USD 14221322 0.15 4715
OB NZD USD 14221055 0.42 9427
OB EUR USD 5101034 0.23 2569
OB EUR USD 5100617 0.68 3810
OB EUR USD 5100705 0.54 2762
OS EUR USD 5100445 0.31 436
OS NZD USD 14222259 0.34 8370
OB NZD USD 14222405 0.23 9394
OB EUR USD 5100536 0.42 1842
OS EUR USD 5100919 0.60 9513
OB NZD USD 14220942 0.22 6036
OS EUR USD 5100839 0.064 2085
OS NZD USD 14221308 0.49 1771
OS NZD USD 14220805 0.35 3258
OB NZD USD 14221808 0.53 2538
OS EUR USD 5100721 0.56 4054
OB NZD USD 14222526 0.038 5796
OS EUR USD 5100409 0.65 9383
OS NZD USD 14222322 0.17 8181
OB EUR USD 5101015 0.71 2800
OS NZD USD 14221552 0.59 3434
OS NZD USD 14221247 0.45 2739
OB NZD USD 14221705 0.20 6076
OB NZD USD 14221957 0.24 7275
OB EUR USD 5100721 0.44 1308
OB EUR USD 5101136 0.50 1458
OB EUR USD 5100344 0.30 3658
OS NZD USD 14221420 0.27 5145
OS NZD USD 14221523 0.55 8152
OS NZD USD 14221237 0.47 8896
OS EUR USD 5100612 0.30 6225
OS EUR USD 5101049 0.53 5402
CB 17237015 8181
CB 18286287 9760
CB 14323314 3249
CB 14240485 8896
CS 17824196 9014
CB 14847403 5331
CS 17842600 2475
CS 11826650 6387
CB 15845903 9513
CS 11674182 1266
CS 14969604 6036
CS 14594147 1967
CB 17757318 5402
CB 17143519 9473
CS 14519470 5169
CS 16565912 2569
CB 14671782 3434
CS 16681123 2762
CS 10530900 8012
CS 15210126 8477
CB 14726068 436
CB 12362892 8659
CB 16115155 8152
CB 17299442 8152
CS 10364251 9766
CB 14416855 2941
CS 15614017 2800
CB 16461562 8321
CB 17532488 9383
CB 17943741 3434
CB 15266526 1771
CS 17242878 7275
CS 14817727 7275
CB 17998921 8152
CB 14455203 5145
CS 18455696 9427
CB 18014645 9739
CB 17595878 1771
CB 13129719 1384
CS 15565688 5397
CB 14420434 8321
CB 14753041 3434
